id,gene,gene_function,sub_class,class,source_organism
MUdru-g0882_oprZ,oprZ,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Achromobacter xylosoxidans
MUdru-g0883_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Enteritidis
MUdru-g0884_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0885_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0886_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0887_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0888_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0889_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0890_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0891_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0892_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0893_oqxA,oqxA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0894_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0895_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0896_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0897_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0898_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0899_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0900_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0901_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0902_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0903_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella variicola
MUdru-g0904_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella variicola
MUdru-g0905_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0906_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0907_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0908_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0909_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0910_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0911_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0912_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium
MUdru-g0913_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0914_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0915_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0916_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0917_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0918_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0919_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0920_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0921_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0922_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0923_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0924_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0925_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0926_oqxB,oqxB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0927_phoB,phoB,Drug_and_biocide_ABC_efflux_regulator,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0928_phoB,phoB,Drug_and_biocide_ABC_efflux_regulator,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0929_phoR,phoR,Drug_and_biocide_SMR_efflux_regulator,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0930_pmpM,pmpM,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0931_pmrA,pmrA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Streptococcus pneumoniae
MUdru-g0932_pmrA,pmrA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Streptococcus pneumoniae TIGR4
MUdru-g0933_qacAB,qacAB,Drug_and_biocide_MFS_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0934_qacAB,qacAB,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0935_qacAB,qacAB,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus hominis
MUdru-g0936_qacAB,qacAB,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus epidermidis
MUdru-g0937_qacAB,qacAB,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0938_qacC,qacC,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Streptococcus oralis
MUdru-g0939_qacC,qacC,Drug_and_biocide_SMR_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0940_qacD,qacD,Drug_and_biocide_SMR_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0941_qacE,qacE,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0942_qacE,qacE,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0943_qacEDELTA1,qacEDELTA1,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0944_qacEDELTA1,qacEDELTA1,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0945_qacF,qacF,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Serratia marcescens
MUdru-g0946_qacF,qacF,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas putida
MUdru-g0947_qacF,qacF,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Serratia marcescens
MUdru-g0948_qacF,qacF,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0949_qacF,qacF,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0950_qacF,qacF,quaternary_ammonium_compound_efflux_SMR_transporter_QacF,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0951_qacF,qacF,Drug_and_biocide_SMR_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Cytobacillus firmus
MUdru-g0952_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0953_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0954_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0955_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0956_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0957_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Aeromonas caviae
MUdru-g0958_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0959_qacG,qacG,Drug_and_biocide_SMR_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Staphylococcus haemolyticus
MUdru-g0960_qacH,qacH,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Listeria monocytogenes
MUdru-g0961_qacH,qacH,Drug_and_biocide_SMR_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0962_qacK,qacK,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0963_qacL,qacL,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0964_qacL,qacL,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Salmonella enterica
MUdru-g0965_qacL,qacL,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0966_qacL,qacL,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0967_qacL,qacL,Drug_and_biocide_SMR_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Vibrio cholerae
MUdru-g0968_qacPB,qacPB,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,uncultured bacterium
MUdru-g0969_rsmA,rsmA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0970_sdeA,sdeA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Legionella longbeachae
MUdru-g0971_sdeX,sdeX,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Serratia marcescens
MUdru-g0972_sdrM,sdrM,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0973_sepA,sepA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas sp. 13159349
MUdru-g0974_sepA,sepA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus argenteus
MUdru-g0975_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0976_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0977_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0978_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0979_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0980_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0981_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0982_sme,sme,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0983_smeT,smeT,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0984_smr,smr,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Enterobacter hormaechei
MUdru-g0985_smr,smr,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0986_smr,smr,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0987_soxR,soxR,Drug_and_biocide_ABC_efflux_regulator,Drug and biocide resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhi
MUdru-g0988_ttgA,ttgA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas putida
MUdru-g0989_ttgB,ttgB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas sp. KBS0802
MUdru-g0990_ttgC,ttgC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas putida DOT-T1E
MUdru-g0991_ttgC,ttgC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas sp. 13159349
MUdru-g0992_ttgG,ttgG,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas putida
MUdru-g0993_vceA,vceA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae
MUdru-g0994_vceB,vceB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae
MUdru-g0995_vceC,vceC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae C6706
MUdru-g0996_vceR,vceR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Vibrio cholerae
MUdru-g0997_vcmA,vcmA,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae C6706
MUdru-g998_vcmA,vcmA,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae non-O1
MUdru-g999_vexA,vexA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae C6706
MUdru-g1000_vexB,vexB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae
MUdru-g1001_vexC,vexC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae C6706
MUdru-g1002_vexD,vexD,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae C6706
MUdru-g1003_vexE,vexE,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae
MUdru-g1004_vexF,vexF,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae
MUdru-g1005_vexH,vexH,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae C6706
MUdru-g1006_vexK,vexK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Vibrio cholerae C6706
MUdru-g1007_yajC,yajC,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g1008_yogI,yogI,Drug_and_biocide_ABC_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g1009_pmrAM,pmrAM,Drug_and_metal_MFS_efflux_pumps,Drug and metal resistance,Multi-compound,Pectobacterium parmentieri
MUdru-g1010_pmrBM,pmrBM,Drug_and_metal_MFS_efflux_pumps,Drug and metal resistance,Multi-compound,Pectobacterium parmentieri
MUdru-g1011_pmrCM,pmrCM,Drug_and_metal_MFS_efflux_pumps,Drug and metal resistance,Multi-compound,Pectobacterium carotovorum subsp. carotovorum
MUdru-g1012_pmrG,pmrG,Drug_and_metal_MFS_efflux_pumps,Drug and metal resistance,Multi-compound,Salmonella enterica
MUsil-g1013_ompC,ompC,Outer_membrane_porin_OmpC,"Silver resistance, biocide resistance",Multi-compound,Escherichia coli 
Msilv-g1014_silP,silP,Ag(+)-translocating_P-type_ATPase_SilP_wild_type,Silver and copper resistance,Metals,Klebsiella pneumoniae WHC31 (Ag sensitive)
Msilv-g1015_silA,silA,Cu(+)/Ag(+)_efflux_RND_transporter_permease_subunit_SilA_wild_type,Silver and copper resistance,Metals,Klebsiella pneumoniae WHC31 (Ag sensitive)
Msilv-g1016_silB,silB,Cu(+)/Ag(+)_efflux_RND_transporter_periplasmic_adaptor_subunit_SilB_wild_type,Silver and copper resistance,Metals,Klebsiella pneumoniae WHC31 (Ag sensitive)
Msilv-g1017_silC,silC,Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC_wild_type,Silver and copper resistance,Metals,Klebsiella pneumoniae WHC31 (Ag sensitive)
Msilv-g1018_silR,silR,copper/silver_response_regulator_transcription_factor_SilR_wild_type,Silver and copper resistance,Metals,Klebsiella pneumoniae WHC31 (Ag sensitive)
Msilv-g1019_silS,silS,copper/silver_sensor_histidine_kinase_SilS_wild_type,Silver and copper resistance,Metals,Klebsiella pneumoniae WHC31 (Ag sensitive)
Msilv-g1020_silE,silE,silver-binding_protein_SilE_wild_type,Silver and copper resistance,Metals,Klebsiella pneumoniae WHC31 (Ag sensitive)
MUbio-g1021_sitA,sitA,Manganese_ABC_transporter_periplasmic-binding_protein_SitA,Biocide and metal resistance,Multi-compound,Escherichia coli ATCC 25922
MUbio-g1022_sitB,sitB,Manganese_ABC_transporter_ATP-binding_protein_SitB,Biocide and metal resistance,Multi-compound,Escherichia coli ATCC 25922
MUbio-g1023_sitC,sitC,Manganese_ABC_transporter_inner_membrane_permease_protein_SitC,Biocide and metal resistance,Multi-compound,Escherichia coli ATCC 25922
MUbio-g1024_sitD,sitD,Manganese_ABC_transporter_inner_membrane_permease_protein_SitD,Biocide and metal resistance,Multi-compound,Escherichia coli ATCC 25922
Mmult-g1025_cusS,cusS,Cu(+)/Ag(+)_sensor_histidine_kinase_CusS_wild_type,Multi-metal resistance,Metals,Klebsiella pneumoniae SMKP03
Mmult-g1026_cusS,cusS,Cu(+)/Ag(+)_sensor_histidine_kinase_CusS_resistant,Multi-metal resistance,Metals,Klebsiella pneumoniae WHC1 (Ag resistant)
Msilv-g1027_ompC,ompC,Outer_membrane_porin_OmpC_wild_type,"Silver resistance, biocide resistance",Multi-compound,Klebsiella pneumoniae WHC31 (Ag sensitive)
Mzinc-g1028_zur,zur,Zinc_uptake_regulation_protein_Zur,Zinc uptake,Metals,Escherichia coli DSM 30083
MUdru-g1029_emrK,emrK,Multidrug_efflux_system_EmrKY-TolC_membrane_fusion_component_EmrK,Drug and biocide resistance,Multi-compound,Escherichia coli strain SC327
MUdru-g1030_phoB,phoB,Phosphate_regulon_transcriptional_regulatory_protein_PhoB_SphR,Drug and biocide resistance,Multi-compound,Escherichia coli ATCC 25922
Mmerc-g1031_merD,merD,Mercuric_resistance_transcriptional_repressor_MerD,Mercury resistance,Metals,Escherichia coli E2855
Mmerc-g1032_merE,merE,Mercuric_transport_protein_MerE ,Mercury resistance,Metals,Escherichia coli 1512e
Bquat-g1034_qacH,qacH,quaternary_ammonium_compound_efflux_SMR_transporter_QacH,Quaternary ammonium compound resistance,Biocides,Escherichia coli
Bquat-g1035_qacG,qacG,quaternary_ammonium_compound_efflux_SMR_transporter_QacG,Quaternary ammonium compound resistance,Biocides,Escherichia coli
Bheat-g1036_clpL,clpL,Heat_resistance_protein,Heat resistance,Biocides,Listeria monocytogenes
