id,antimicrobial,Bacteria,Ref,,
betaL-g2421_CTX-M-196,"Cefotaxime, Ceftazidime, Ampicillin",,KY563769,CTX-M,
betaL-g2422_CTX-M-197,"Cefotaxime, Ceftazidime, Ampicillin",,KY646303,CTX-M,
betaL-g2423_CTX-M-198,"Cefotaxime, Ceftazidime, Ampicillin",,KY646304,CTX-M,
betaL-g2424_CTX-M-199,"Cefotaxime, Ceftazidime, Ampicillin",,KY786032,CTX-M,
betaL-g2425_CTX-M-200,"Cefotaxime, Ceftazidime, Ampicillin",,KY997188,CTX-M,
betaL-g2426_CTX-M-201,"Cefotaxime, Ceftazidime, Ampicillin",,KY997189,CTX-M,
betaL-g2427_CTX-M-202,"Cefotaxime, Ceftazidime, Ampicillin",,MF195067,CTX-M,
betaL-g2428_CTX-M-203,"Cefotaxime, Ceftazidime, Ampicillin",,MF196230,CTX-M,
betaL-g2429_CTX-M-204,"Cefotaxime, Ceftazidime, Ampicillin",,MF281085,CTX-M,
betaL-g2430_CTX-M-206,"Cefotaxime, Ceftazidime, Ampicillin",,KJ802520,CTX-M,
betaL-g2431_CTX-M-207,"Cefotaxime, Ceftazidime, Ampicillin",,LC348384,CTX-M,
betaL-g2432_CTX-M-208,"Cefotaxime, Ceftazidime, Ampicillin",,MH067958,CTX-M,
betaL-g2433_CTX-M-209,"Cefotaxime, Ceftazidime, Ampicillin",,MH067959,CTX-M,
betaL-g2434_CTX-M-210,"Cefotaxime, Ceftazidime, Ampicillin",,MH067960,CTX-M,
betaL-g2435_CTX-M-211,"Cefotaxime, Ceftazidime, Ampicillin",,MH067961,CTX-M,
betaL-g2436_CTX-M-212,"Cefotaxime, Ceftazidime, Ampicillin",,MH067962,CTX-M,
betaL-g2437_CTX-M-213,"Cefotaxime, Ceftazidime, Ampicillin",,MH094805,CTX-M,
betaL-g2438_CTX-M-214,"Cefotaxime, Ceftazidime, Ampicillin",,MH121688,CTX-M,
betaL-g2439_CTX-M-216,"Cefotaxime, Ceftazidime, Ampicillin",,MH243352,CTX-M,
betaL-g2440_CTX-M-217,"Cefotaxime, Ceftazidime, Ampicillin",,MH243354,CTX-M,
betaL-g2441_CTX-M-218,"Cefotaxime, Ceftazidime, Ampicillin",,MH243358,CTX-M,
betaL-g2442_CTX-M-219,"Cefotaxime, Ceftazidime, Ampicillin",,CP019080,CTX-M,
betaL-g2443_CTX-M-220,"Cefotaxime, Ceftazidime, Ampicillin",,MH450163,CTX-M,
betaL-g2444_CTX-M-73,"Cefotaxime, Ceftazidime, Ampicillin",,DQ343292,CTX-M,
betaL-g2445_SHV-119,,,JX192924,SHV-1,2b broad spectrum
betaL-g2446_SHV-12,"Cefotaxime, Ceftazidime, Ampicillin",,KF976405,SHV-1,2b broad spectrum
betaL-g2447_SHV-132,,,GU981741,SHV-1,2b broad spectrum
betaL-g2448_SHV-180,,,KP050487,SHV-1,2b broad spectrum
betaL-g2449_SHV-182,,,KP050489,SHV-1,2b broad spectrum
betaL-g2450_SHV-183,,,HG934764,SHV-1,2b broad spectrum
betaL-g2451_SHV-185,,,KM233164,SHV-1,2b broad spectrum
betaL-g2452_SHV-186,,,KM233165,SHV-1,2b broad spectrum
betaL-g2453_SHV-187,,,LN515533,SHV-1,2b broad spectrum
betaL-g2454_SHV-188,,,LN515534,SHV-1,2b broad spectrum
betaL-g2455_SHV-189,,,KP050494,SHV-1,2b broad spectrum
betaL-g2456_SHV-190,,,KP868753,SHV-1,2b broad spectrum
betaL-g2457_SHV-191,,,KP868754,SHV-1,2b broad spectrum
betaL-g2458_SHV-193,,,KR347170,SHV-1,2b broad spectrum
betaL-g2459_SHV-194,,,KX421191,SHV-1,2b broad spectrum
betaL-g2460_SHV-195,,,KX619652,SHV-1,2b broad spectrum
betaL-g2461_SHV-196,,,KX714286,SHV-1,2b broad spectrum
betaL-g2462_SHV-197,,,KT946904,SHV-1,2b broad spectrum
betaL-g2463_SHV-198,,,MF281086,SHV-1,2b broad spectrum
betaL-g2464_SHV-199,,,MF373391,SHV-1,2b broad spectrum
betaL-g2465_SHV-1b-b,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,,DQ166783,SHV-1,2b broad spectrum
betaL-g2466_SHV-200,,,MF871643,SHV-2,2be ESBL
betaL-g2467_SHV-203,,,MG028656,SHV-2,2be ESBL
betaL-g2468_SHV-204,,,MH243356,SHV-2,2be ESBL
betaL-g2469_SHV-3,"Cefotaxime, Ceftazidime, Ampicillin",,KX092356,SHV-3,2be ESBL
betaL-g2470_SHV-9,"Cefotaxime, Ceftazidime, Ampicillin",,S82452,SHV-9,2be
betaL-g2471_CMY-107,"Cefotaxime, Ceftazidime, Ampicillin",,GQ162215,CMY-1,
betaL-g2472_CMY-109,"Cefotaxime, Ceftazidime, Ampicillin",,AJ746169,CMY-1,
betaL-g2473_CMY-121,"Cefotaxime, Ceftazidime, Ampicillin",,KM507172,CMY-1,
betaL-g2474_CMY-122,"Cefotaxime, Ceftazidime, Ampicillin",,KM985460,CMY-1,
betaL-g2475_CMY-124,"Cefotaxime, Ceftazidime, Ampicillin",,KM985462,CMY-1,
betaL-g2476_CMY-125,"Cefotaxime, Ceftazidime, Ampicillin",,KM985463,CMY-1,
betaL-g2477_CMY-127,"Cefotaxime, Ceftazidime, Ampicillin",,KM985465,CMY-1,
betaL-g2478_CMY-128,"Cefotaxime, Ceftazidime, Ampicillin",,KM985466,CMY-1,
betaL-g2479_CMY-129,"Cefotaxime, Ceftazidime, Ampicillin",,KM985467,CMY-1,
betaL-g2480_CMY-130,"Cefotaxime, Ceftazidime, Ampicillin",,KP207589,CMY-1,
betaL-g2481_CMY-131,"Cefotaxime, Ceftazidime, Ampicillin",,KP281294,CMY-1,
betaL-g2482_CMY-132,"Cefotaxime, Ceftazidime, Ampicillin",,KP862820,CMY-1,
betaL-g2483_CMY-133,"Cefotaxime, Ceftazidime, Ampicillin",,KP862819,CMY-1,
betaL-g2484_CMY-134,"Cefotaxime, Ceftazidime, Ampicillin",,KP860987,CMY-1,
betaL-g2485_CMY-135,"Cefotaxime, Ceftazidime, Ampicillin",,KP981366,CMY-1,
betaL-g2486_CMY-138,"Cefotaxime, Ceftazidime, Ampicillin",,KT997883,CMY-1,
betaL-g2487_CMY-139,"Cefotaxime, Ceftazidime, Ampicillin",,KU641016,CMY-1,
betaL-g2488_CMY-140,"Cefotaxime, Ceftazidime, Ampicillin",,KX354367,CMY-1,
betaL-g2489_CMY-141,"Cefotaxime, Ceftazidime, Ampicillin",,KX537750,CMY-1,
betaL-g2490_CMY-142,"Cefotaxime, Ceftazidime, Ampicillin",,KX881969,CMY-1,
betaL-g2491_CMY-143,"Cefotaxime, Ceftazidime, Ampicillin",,KY009534,CMY-1,
betaL-g2492_CMY-144,"Cefotaxime, Ceftazidime, Ampicillin",,KY066478,CMY-1,
betaL-g2493_CMY-145,"Cefotaxime, Ceftazidime, Ampicillin",,KX470426,CMY-1,
betaL-g2494_CMY-146,"Cefotaxime, Ceftazidime, Ampicillin",,KX034085,CMY-1,
betaL-g2495_CMY-147,"Cefotaxime, Ceftazidime, Ampicillin",,KY563765,CMY-1,
betaL-g2496_CMY-148,"Cefotaxime, Ceftazidime, Ampicillin",,KY624573,CMY-1,
betaL-g2497_CMY-149,"Cefotaxime, Ceftazidime, Ampicillin",,KY624574,CMY-1,
betaL-g2498_CMY-150,"Cefotaxime, Ceftazidime, Ampicillin",,QCWX01000028,CMY-1,
betaL-g2499_CMY-151,"Cefotaxime, Ceftazidime, Ampicillin",,KY780116,CMY-1,
betaL-g2500_CMY-152,"Cefotaxime, Ceftazidime, Ampicillin",,KY978224,CMY-1,
betaL-g2501_CMY-153,"Cefotaxime, Ceftazidime, Ampicillin",,MF042206,CMY-1,
betaL-g2502_CMY-154,"Cefotaxime, Ceftazidime, Ampicillin",,MF196231,CMY-1,
betaL-g2503_CMY-155,"Cefotaxime, Ceftazidime, Ampicillin",,KR261698,CMY-1,
betaL-g2504_CMY-156,"Cefotaxime, Ceftazidime, Ampicillin",,MF770636,CMY-1,
betaL-g2505_CMY-86,"Cefotaxime, Ceftazidime, Ampicillin",,KJ207204,CMY-8,
betaL-g2506_CMY-89,"Cefotaxime, Ceftazidime, Ampicillin",,HE819403,CMY-8,
betaL-g2507_CMY-96,"Cefotaxime, Ceftazidime, Ampicillin",,KC007362,CMY-9,
betaL-g2508_CMY-97,"Cefotaxime, Ceftazidime, Ampicillin",,KC007363,CMY-9,
betaL-g2510_OXA-103,Ertapenem;Imipenem,,APQF01000011,OXA-1,
betaL-g2511_OXA-114b,,,HM056040,OXA-1,
betaL-g2512_OXA-114c,,,HM056041,OXA-1,
betaL-g2513_OXA-114d,,,HM104633,OXA-1,
betaL-g2514_OXA-114e,,,HM104634,OXA-1,
betaL-g2515_OXA-114f,,,HM368375,OXA-1,
betaL-g2516_OXA-114g,,,HM368376,OXA-1,
betaL-g2517_OXA-117,,,GQ423625,OXA-1,
betaL-g2518_OXA-121,,,EU255290,OXA-1,
betaL-g2519_OXA-122,,,EU255291,OXA-1,
betaL-g2520_OXA-123,,,EU255292,OXA-1,
betaL-g2521_OXA-124,,,EU255293,OXA-1,
betaL-g2522_OXA-125,,,EU255294,OXA-1,
betaL-g2523_OXA-126,,,EU255295,OXA-1,
betaL-g2524_OXA-127,,,EU255296,OXA-1,
betaL-g2525_OXA-14,Cefepime;Ceftazidime;Piperacillin;PiperacillinTazobactam,,KJ420612,OXA-1,
betaL-g2526_OXA-151,,,CP009553,OXA-1,
betaL-g2527_OXA-152,,,KP771980,OXA-1,
betaL-g2528_OXA-153,Amoxicillin;Ampicillin;Imipenem;Meropenem;Piperacillin,,KP771981,OXA-1,
betaL-g2529_OXA-154,Amoxicillin;Ampicillin;Imipenem;Meropenem;Piperacillin,,KP771982,OXA-1,
betaL-g2530_OXA-155,,,KP771983,OXA-1,
betaL-g2531_OXA-156,Amoxicillin;Ampicillin;Imipenem;Meropenem;Piperacillin,,KP771984,OXA-1,
betaL-g2532_OXA-157,Amoxicillin;Ampicillin;Imipenem;Meropenem;Piperacillin,,KP771985,OXA-1,
betaL-g2533_OXA-158,Amoxicillin;Ampicillin;Imipenem;Meropenem;Piperacillin,,KP771986,OXA-1,
betaL-g2534_OXA-159,Amoxicillin;Ampicillin;Imipenem;Meropenem;Piperacillin,,KP771987,OXA-1,
betaL-g2535_OXA-17,"Cefotaxime, Ceftazidime, Ampicillin",,DQ902344,OXA-1,
betaL-g2537_OXA-20,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid,,AY307114,OXA-2,
betaL-g2538_OXA-234,,,NG_050607,OXA-2,
betaL-g2539_OXA-252,,,NG_050608,OXA-2,
betaL-g2540_OXA-287,,,NG_050609,OXA-2,
betaL-g2541_OXA-290,Amoxicillin;Ampicillin,,APOK01000044,OXA-2,
betaL-g2542_OXA-291,,,APRL01000010,OXA-2,
betaL-g2543_OXA-292,,,APRO01000007,OXA-2,
betaL-g2544_OXA-296,,,APOH01000009,OXA-2,
betaL-g2545_OXA-297,,,APRR01000006,OXA-2,
betaL-g2546_OXA-298,,,APSA01000003,OXA-2,
betaL-g2547_OXA-302,,,APRT01000004,OXA-3,
betaL-g2548_OXA-336,,,KF048907,OXA-3,
betaL-g2549_OXA-337,,,KF048908,OXA-3,
betaL-g2550_OXA-339,,,KF048911,OXA-3,
betaL-g2551_OXA-340,,,KF048912,OXA-3,
betaL-g2552_OXA-341,,,KF048913,OXA-3,
betaL-g2553_OXA-342,,,KF048915,OXA-3,
betaL-g2554_OXA-343,,,KF048916,OXA-3,
betaL-g2555_OXA-344,,,KF048917,OXA-3,
betaL-g2556_OXA-345,,,KF048918,OXA-3,
betaL-g2557_OXA-346,,,KF048919,OXA-3,
betaL-g2558_OXA-364,,,JX306689,OXA-3,
betaL-g2559_OXA-368,,,KT736121,OXA-3,
betaL-g2560_OXA-372,Amoxicillin;Ampicillin;Ertapenem;Imipenem;Meropenem;Temocillin,,KJ746496,OXA-3,
betaL-g2561_OXA-373,,,HG931732,OXA-3,
betaL-g2562_OXA-387,,,KJ173478,OXA-3,
betaL-g2563_OXA-392,,,AB901044,OXA-3,
betaL-g2564_OXA-395,Amoxicillin;Ampicillin;Meropenem,,AY306133,OXA-3,
betaL-g2565_OXA-396,Amoxicillin;Ampicillin;Meropenem,,AY306134,OXA-3,
betaL-g2566_OXA-400,,,KJ780078,OXA-4,
betaL-g2567_OXA-401,,,KJ780076,OXA-4,
betaL-g2568_OXA-402,,,JX865391,OXA-4,
betaL-g2569_OXA-403,,,KJ920337,OXA-4,
betaL-g2570_OXA-404,,,KJ920338,OXA-4,
betaL-g2571_OXA-406,,,KJ584915,OXA-4,
betaL-g2572_OXA-407,,,KJ584916,OXA-4,
betaL-g2573_OXA-408,,,KJ584917,OXA-4,
betaL-g2574_OXA-409,,,KJ584918,OXA-4,
betaL-g2576_OXA-411,,,KJ584920,OXA-4,
betaL-g2577_OXA-412,,,KJ584921,OXA-4,
betaL-g2578_OXA-413,,,KJ584922,OXA-4,
betaL-g2579_OXA-414,,,KJ584914,OXA-4,
betaL-g2580_OXA-416,Amoxicillin;Ampicillin;Imipenem;Ticarcillin,,KP264119,OXA-4,
betaL-g2581_OXA-417,,,KM220587,OXA-4,
betaL-g2582_OXA-427,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;PiperacillinTazobactam;Temocillin,,KX827604,OXA-4,
betaL-g2583_OXA-436,,,KT959105,OXA-4,
betaL-g2584_OXA-437,,,KP410856,OXA-4,
betaL-g2585_OXA-438,,,KP410734,OXA-4,
betaL-g2586_OXA-439,,,KP727573,OXA-4,
betaL-g2587_OXA-440,,,KP727574,OXA-4,
betaL-g2588_OXA-441,,,JX865394,OXA-4,
betaL-g2589_OXA-442,,,KP844571,OXA-4,
betaL-g2590_OXA-443,,,LC030178,OXA-4,
betaL-g2591_OXA-444,,,CP010800,OXA-4,
betaL-g2592_OXA-446,,,KR061495,OXA-4,
betaL-g2593_OXA-447,,,KR061496,OXA-4,
betaL-g2594_OXA-448,,,KR061497,OXA-4,
betaL-g2595_OXA-449,,,KR061498,OXA-4,
betaL-g2596_OXA-450,,,KR061502,OXA-4,
betaL-g2597_OXA-451,,,KR061504,OXA-4,
betaL-g2598_OXA-452,,,KR061505,OXA-4,
betaL-g2599_OXA-453,,,KR061507,OXA-4,
betaL-g2600_OXA-455,,,KP903885,OXA-4,
betaL-g2601_OXA-457,,,KP903887,OXA-4,
betaL-g2602_OXA-458,,,KP903888,OXA-4,
betaL-g2603_OXA-459,,,KP903889,OXA-4,
betaL-g2604_OXA-460,,,KR061508,OXA-4,
betaL-g2605_OXA-461,,,KR061509,OXA-4,
betaL-g2606_OXA-464,,,KU721146,OXA-4,
betaL-g2607_OXA-465,,,KR061500,OXA-4,
betaL-g2608_OXA-466,,,KR061501,OXA-4,
betaL-g2609_OXA-470,,,KR182163,OXA-4,
betaL-g2610_OXA-471,,,EU086833,OXA-4,
betaL-g2611_OXA-472,,,KR182165,OXA-4,
betaL-g2612_OXA-473,,,KR182166,OXA-4,
betaL-g2613_OXA-474,,,KR182167,OXA-4,
betaL-g2614_OXA-475,,,KR182168,OXA-4,
betaL-g2615_OXA-476,,,KR182169,OXA-4,
betaL-g2616_OXA-477,,,KR182170,OXA-4,
betaL-g2617_OXA-478,,,KR182171,OXA-4,
betaL-g2618_OXA-479,,,KR182172,OXA-4,
betaL-g2619_OXA-480,,,KR872296,OXA-4,
betaL-g2620_OXA-482,,,KP264124,OXA-4,
betaL-g2621_OXA-483,,,KP264125,OXA-4,
betaL-g2622_OXA-484,,,KR401105,OXA-4,
betaL-g2623_OXA-485,,,LLNM01000004,OXA-4,
betaL-g2624_OXA-486,,,AY597426,OXA-4,
betaL-g2625_OXA-488,,,CP017969,OXA-4,
betaL-g2626_OXA-489,,,CP013733,OXA-4,
betaL-g2627_OXA-490,,,KU721147,OXA-4,
betaL-g2628_OXA-491,,,KU721148,OXA-4,
betaL-g2629_OXA-493,,,CP007774,OXA-4,
betaL-g2630_OXA-494,,,AY597430,OXA-4,
betaL-g2631_OXA-496,,,KT200608,OXA-4,
betaL-g2632_OXA-497,,,LKJZ01000136,OXA-4,
betaL-g2634_OXA-500,,,JMNQ01000002,OXA-5,
betaL-g2635_OXA-501,,,KU167110,OXA-5,
betaL-g2636_OXA-502,,,KU167111,OXA-5,
betaL-g2637_OXA-503,,,KU167109,OXA-5,
betaL-g2638_OXA-505,,,KU531433,OXA-5,
betaL-g2639_OXA-506,,,KU571454,OXA-5,
betaL-g2640_OXA-507,,,KU551305,OXA-5,
betaL-g2641_OXA-508,,,KU596972,OXA-5,
betaL-g2642_OXA-509,,,KU692025,OXA-5,
betaL-g2643_OXA-510,,,JX865393,OXA-5,
betaL-g2644_OXA-511,,,KU710720,OXA-5,
betaL-g2645_OXA-512,,,KU726870,OXA-5,
betaL-g2646_OXA-513,,,KU323972,OXA-5,
betaL-g2647_OXA-514,,,KU866382,OXA-5,
betaL-g2648_OXA-515,,,KU866383,OXA-5,
betaL-g2649_OXA-516,,,KU871391,OXA-5,
betaL-g2650_OXA-517,,,KU878974,OXA-5,
betaL-g2651_OXA-518,,,KU739134,OXA-5,
betaL-g2652_OXA-519,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Ertapenem;Meropenem;Piperacillin;PiperacillinTazobactam;Temocillin,,KX349732,OXA-5,
betaL-g2653_OXA-520,,,KX388630,OXA-5,
betaL-g2654_OXA-521,,,KX462701,OXA-5,
betaL-g2655_OXA-522,,,KX599408,OXA-5,
betaL-g2656_OXA-523,,,KX599401,OXA-5,
betaL-g2657_OXA-524,,,KX599402,OXA-5,
betaL-g2658_OXA-525,,,KX599406,OXA-5,
betaL-g2659_OXA-526,,,KX599409,OXA-5,
betaL-g2660_OXA-527,,,KX599404,OXA-5,
betaL-g2661_OXA-528,,,KX599407,OXA-5,
betaL-g2662_OXA-529,,,KX599405,OXA-5,
betaL-g2663_OXA-530,,,KX599398,OXA-5,
betaL-g2664_OXA-531,,,KX599400,OXA-5,
betaL-g2665_OXA-532,,,KX609247,OXA-5,
betaL-g2666_OXA-533,,,KX668472,OXA-5,
betaL-g2667_OXA-534,,,KX714285,OXA-5,
betaL-g2668_OXA-535,,,KX828709,OXA-5,
betaL-g2669_OXA-536,,,KX859240,OXA-5,
betaL-g2670_OXA-537,,,KX360747,OXA-5,
betaL-g2671_OXA-538,,,KX827284,OXA-5,
betaL-g2672_OXA-539,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefepime;Ceftazidime;CeftazidimeAvibactam;Piperacillin,,KY094077,OXA-5,
betaL-g2673_OXA-540,,,KJ138219,OXA-5,
betaL-g2674_OXA-541,,,FM179467,OXA-5,
betaL-g2675_OXA-545,,,KY674541,OXA-5,
betaL-g2676_OXA-546,,,KY682756,OXA-5,
betaL-g2677_OXA-547,,,KY684124,OXA-5,
betaL-g2678_OXA-548,,,KY682750,OXA-5,
betaL-g2679_OXA-549,,,KY682751,OXA-5,
betaL-g2680_OXA-550,,,KY682752,OXA-5,
betaL-g2681_OXA-551,,,KY682753,OXA-5,
betaL-g2682_OXA-552,,,KY682754,OXA-5,
betaL-g2683_OXA-553,,,KY682755,OXA-5,
betaL-g2684_OXA-554,,,KY126221,OXA-5,
betaL-g2685_OXA-555,,,KY126224,OXA-5,
betaL-g2686_OXA-556,,,KY126231,OXA-5,
betaL-g2687_OXA-557,,,KY126232,OXA-5,
betaL-g2688_OXA-558,,,KY126234,OXA-5,
betaL-g2689_OXA-559,,,KY126237,OXA-5,
betaL-g2690_OXA-560,,,KY126238,OXA-5,
betaL-g2691_OXA-561,,,KY126240,OXA-5,
betaL-g2692_OXA-562,,,KY126241,OXA-5,
betaL-g2693_OXA-563,,,KY767021,OXA-5,
betaL-g2694_OXA-564,,,KY767022,OXA-5,
betaL-g2695_OXA-565,,,KY883665,OXA-5,
betaL-g2696_OXA-566,,,MF099636,OXA-5,
betaL-g2697_OXA-60b,,,AY664504,OXA-6,
betaL-g2698_OXA-60c,,,AY664505,OXA-6,
betaL-g2699_OXA-60d,,,AY664506,OXA-6,
betaL-g2700_VIM-20,"Cefotaxime, Ceftazidime, Ampicillin",,GQ414736,VIM-2,
betaL-g2701_VIM-40,"Cefotaxime, Ceftazidime, Ampicillin",,HG934765,VIM-4,
betaL-g2702_VIM-41,"Cefotaxime, Ceftazidime, Ampicillin",,KP771862,VIM-4,
betaL-g2703_VIM-44,"Cefotaxime, Ceftazidime, Ampicillin",,KP681696,VIM-4,
betaL-g2704_VIM-45,"Cefotaxime, Ceftazidime, Ampicillin",,KP681695,VIM-4,
betaL-g2705_VIM-46,"Cefotaxime, Ceftazidime, Ampicillin",,KP749829,VIM-4,
betaL-g2706_VIM-47,"Cefotaxime, Ceftazidime, Ampicillin",,KT954134,VIM-4,
betaL-g2707_VIM-48,"Cefotaxime, Ceftazidime, Ampicillin",,KY362199,VIM-4,
betaL-g2708_VIM-49,"Cefotaxime, Ceftazidime, Ampicillin",,KU663374,VIM-4,
betaL-g2709_VIM-50,"Cefotaxime, Ceftazidime, Ampicillin",,KU663375,VIM-5,
betaL-g2710_VIM-51,"Cefotaxime, Ceftazidime, Ampicillin",,KU746270,VIM-5,
betaL-g2711_VIM-52,"Cefotaxime, Ceftazidime, Ampicillin",,KX349731,VIM-5,
betaL-g2712_VIM-54,"Cefotaxime, Ceftazidime, Ampicillin",,KY508061,VIM-5,
betaL-g2713_VIM-56,"Cefotaxime, Ceftazidime, Ampicillin",,MG834535,VIM-5,
betaL-g2714_VIM-57,"Cefotaxime, Ceftazidime, Ampicillin",,MH450217,VIM-5,
betaL-g2715_CARB-12,Amoxicillin;Ampicillin;Piperacillin,,D13210,CARB-,
betaL-g2716_CARB-20,Amoxicillin;Ampicillin;Piperacillin,,NG_054946,CARB-,
betaL-g2717_CARB-21,Amoxicillin;Ampicillin;Piperacillin,,NG_048724,CARB-,
betaL-g2718_CARB-22,Amoxicillin;Ampicillin;Piperacillin,,JYNG01000059,CARB-,
betaL-g2719_CARB-23,Amoxicillin;Ampicillin;Piperacillin,,NG_048726,CARB-,
betaL-g2720_CARB-24,Amoxicillin;Ampicillin;Piperacillin,,BK008907,CARB-,
betaL-g2721_CARB-25,Amoxicillin;Ampicillin;Piperacillin,,BK008888,CARB-,
betaL-g2722_CARB-26,Amoxicillin;Ampicillin;Piperacillin,,BK008904,CARB-,
betaL-g2723_CARB-27,Amoxicillin;Ampicillin;Piperacillin,,NG_048730,CARB-,
betaL-g2724_CARB-28,Amoxicillin;Ampicillin;Piperacillin,,BK008906,CARB-,
betaL-g2725_CARB-29,Amoxicillin;Ampicillin;Piperacillin,,BK008905,CARB-,
betaL-g2726_CARB-30,Amoxicillin;Ampicillin;Piperacillin,,NG_048734,CARB-,
betaL-g2727_CARB-31,Amoxicillin;Ampicillin;Piperacillin,,NG_048735,CARB-,
betaL-g2728_CARB-32,Amoxicillin;Ampicillin;Piperacillin,,NG_048736,CARB-,
betaL-g2729_CARB-33,Amoxicillin;Ampicillin;Piperacillin,,BK008903,CARB-,
betaL-g2730_CARB-34,Amoxicillin;Ampicillin;Piperacillin,,NG_048738,CARB-,
betaL-g2731_CARB-35,Amoxicillin;Ampicillin;Piperacillin,,BK008900,CARB-,
betaL-g2732_CARB-36,Amoxicillin;Ampicillin;Piperacillin,,LHBD01000022,CARB-,
betaL-g2733_CARB-38,Amoxicillin;Ampicillin;Piperacillin,,BK008898,CARB-,
betaL-g2734_CARB-40,Amoxicillin;Ampicillin;Piperacillin,,BK008889,CARB-,
betaL-g2735_CARB-41,Amoxicillin;Ampicillin;Piperacillin,,BK008890,CARB-,
betaL-g2736_CARB-42,Amoxicillin;Ampicillin;Piperacillin,,NG_048745,CARB-,
betaL-g2737_CARB-43,Amoxicillin;Ampicillin;Piperacillin,,NG_048746,CARB-,
betaL-g2738_CARB-44,Amoxicillin;Ampicillin;Piperacillin,,JTGS01000066,CARB-,
betaL-g2739_CARB-45,Amoxicillin;Ampicillin;Piperacillin,,JTGR01000061,CARB-,
betaL-g2740_CARB-46,Amoxicillin;Ampicillin;Piperacillin,,NG_048749,CARB-,
betaL-g2741_CARB-47,Amoxicillin;Ampicillin;Piperacillin,,NG050564,CARB-,
betaL-g2742_CARB-48,Amoxicillin;Ampicillin;Piperacillin,,NG050604,CARB-,
betaL-g2743_CARB-49,Amoxicillin;Ampicillin;Piperacillin,,KX599396,CARB-,
betaL-g2744_CARB-50,Amoxicillin;Ampicillin;Piperacillin,,NG_052478,CARB-,
betaL-g2745_DHA-23,"Cefotaxime, Ceftazidime, Ampicillin",,KX068223,DHA-2,
betaL-g2746_DHA-24,"Cefotaxime, Ceftazidime, Ampicillin",,KU759569,DHA-2,
betaL-g2747_DHA-25,"Cefotaxime, Ceftazidime, Ampicillin",,KY563770,DHA-2,
betaL-g2748_DHA-26,"Cefotaxime, Ceftazidime, Ampicillin",,MH067966,DHA-2,
betaL-g2749_DHA-27,"Cefotaxime, Ceftazidime, Ampicillin",,MH067965,DHA-2,
betaL-g2750_DHA-4,"Cefotaxime, Ceftazidime, Ampicillin",,CP026046,DHA-4,
betaL-g2751_IMP-17,"Cefotaxime, Ceftazidime, Ampicillin",,AJ512502,IMP-1,
betaL-g2752_IMP-23,"Cefotaxime, Ceftazidime, Ampicillin",,DQ417222,IMP-2,
betaL-g2753_IMP-49,"Cefotaxime, Ceftazidime, Ampicillin",,KP681694,IMP-4,
betaL-g2754_IMP-52,"Cefotaxime, Ceftazidime, Ampicillin",,LC055762,IMP-5,
betaL-g2755_IMP-53,"Cefotaxime, Ceftazidime, Ampicillin",,HM106457,IMP-5,
betaL-g2756_IMP-54,"Cefotaxime, Ceftazidime, Ampicillin",,KU052795,IMP-5,
betaL-g2757_IMP-55,"Cefotaxime, Ceftazidime, Ampicillin",,KT935306,IMP-5,
betaL-g2758_IMP-56,"Cefotaxime, Ceftazidime, Ampicillin",,KU315553,IMP-5,
betaL-g2759_IMP-58,"Cefotaxime, Ceftazidime, Ampicillin",,KU647281,IMP-5,
betaL-g2760_IMP-59,"Cefotaxime, Ceftazidime, Ampicillin",,KX196782,IMP-5,
betaL-g2761_IMP-60,"Cefotaxime, Ceftazidime, Ampicillin",,LC159227,IMP-6,
betaL-g2762_IMP-61,"Cefotaxime, Ceftazidime, Ampicillin",,KX462700,IMP-6,
betaL-g2763_IMP-62,"Cefotaxime, Ceftazidime, Ampicillin",,KX753224,IMP-6,
betaL-g2764_IMP-63,"Cefotaxime, Ceftazidime, Ampicillin",,KX821663,IMP-6,
betaL-g2765_IMP-64,"Cefotaxime, Ceftazidime, Ampicillin",,KX949735,IMP-6,
betaL-g2766_IMP-66,"Cefotaxime, Ceftazidime, Ampicillin",,LC190726,IMP-6,
betaL-g2767_IMP-67,"Cefotaxime, Ceftazidime, Ampicillin",,MF281100,IMP-6,
betaL-g2768_IMP-68,"Cefotaxime, Ceftazidime, Ampicillin",,MF669572,IMP-6,
betaL-g2769_IMP-70,"Cefotaxime, Ceftazidime, Ampicillin",,MG748725,IMP-7,
betaL-g2770_IMP-71,"Cefotaxime, Ceftazidime, Ampicillin",,MG818167,IMP-7,
betaL-g2771_IMP-73,"Cefotaxime, Ceftazidime, Ampicillin",,MH021848,IMP-7,
betaL-g2772_IMP-74,"Cefotaxime, Ceftazidime, Ampicillin",,MH243349,IMP-7,
betaL-g2773_IMP-75,"Cefotaxime, Ceftazidime, Ampicillin",,MH243350,IMP-7,
betaL-g2774_KPC-18,"Cefotaxime, Ceftazidime, Ampicillin",,KT884517,KPC-1,
